review_idx,sentiment_label,overall,brand,category,aspect,aspect_sentiment,phrase
702,positive,4.0,,,price_value,positive,for the price
702,positive,4.0,,,build_quality,positive,comfortable to wear
703,neutral,3.0,,,connectivity,negative,my initial set up did not work i received an error message th
704,neutral,3.0,,,screen_display,negative,the light on the thumbdrive is on and the settings menu displays for a split second
704,neutral,3.0,,,price_value,negative,2 years lifetime is acceptable for something at this price
705,positive,5.0,,,delivery,positive,lift the lid of the laptop and it's instantly awake
705,positive,5.0,,,connectivity,positive,asks which wifi network to connect to then it asks for your google email password
706,positive,5.0,SAMSUNG,Computers,build_quality,positive,fit perfect all the screws lined up very easy to change out
706,positive,5.0,SAMSUNG,Computers,delivery,positive,very fast shipping
706,positive,5.0,SAMSUNG,Computers,delivery,positive,packed very well in the box
708,positive,5.0,,,performance,positive,works perfectly
708,positive,5.0,,,design,positive,nice and flat
708,positive,5.0,,,customer_service,positive,appreciate the vendor
709,neutral,3.0,,,design,negative,had the molded earpieces pictured however when it arrived no molded earpieces
709,neutral,3.0,,,design,positive,still a decent earpiece though
710,neutral,3.0,ASUS,All Electronics,build_quality,negative,missing three buttons
710,neutral,3.0,ASUS,All Electronics,performance,negative,motherboard wouldn't post
710,neutral,3.0,ASUS,All Electronics,customer_service,positive,they were su
711,neutral,3.0,Neewer,Camera & Photo,connectivity,negative,does not connect
711,neutral,3.0,Neewer,Camera & Photo,camera,negative,get it to power the camera
712,positive,5.0,,,design,positive,original design of being fully inserted
712,positive,5.0,,,design,negative,would defeat the purpose of the design
713,negative,2.0,,,price_value,positive,great value
713,negative,2.0,,,battery_life,negative,center of battery has begun to bulge
714,positive,5.0,Intel,Computers,performance,positive,approx 15 improvement across most games
714,positive,5.0,Intel,Computers,build_quality,negative,cpu does seem to run a little warmer
715,positive,5.0,,,performance,positive,blazing fast
715,positive,5.0,,,price_value,positive,budget card
716,negative,2.0,Jensen,All Electronics,sound_audio,negative,does not play cds
716,negative,2.0,Jensen,All Electronics,sound_audio,positive,the radio does work
716,negative,2.0,Jensen,All Electronics,delivery,neutral,listing on the website
717,positive,5.0,,,battery_life,positive,good batteries
718,neutral,3.0,,,software_app,positive,installation was a breeze
718,neutral,3.0,,,performance,positive,transfer rates from an sandisk extreme iii card was about 25 mb sec
718,neutral,3.0,,,design,negative,the reader sticks out quite a bit
718,neutral,3.0,,,design,positive,silver metal p
719,positive,5.0,Amazon Renewed,All Electronics,performance,positive,working flawlessly for more than two weeks
719,positive,5.0,Amazon Renewed,All Electronics,design,positive,used on our main tv as the first streaming stick
719,positive,5.0,Amazon Renewed,All Electronics,software_app,positive,many more options and works so much better
720,neutral,3.0,Sangean,Home Audio & Theater,connectivity,negative,it pulls in sw just slightly better than the stock antenna
721,negative,1.0,TIANLE,All Electronics,screen_display,negative,got a blank screen
721,negative,1.0,TIANLE,All Electronics,performance,positive,worked splendidly for him without any issues
721,negative,1.0,TIANLE,All Electronics,connectivity,positive,bring netflix onto my tv
722,negative,1.0,,,performance,negative,worked 1 x then failed
722,negative,1.0,,,performance,negative,runs slow loading simple apps will cause it to freeze up
723,negative,1.0,,,performance,negative,got nothing zip nada noise just a little
724,neutral,3.0,Griffin Technology,All Electronics,connectivity,negative,you have to re tune the transmitter whenever
725,positive,4.0,Logitech,All Electronics,performance,positive,never had any problems
725,positive,4.0,Logitech,All Electronics,design,negative,not that happy with the contoured style it so many others have
725,positive,4.0,Logitech,All Electronics,performance,negative,the small scroll wheel though it works well gets tiring afte
726,positive,5.0,,,build_quality,positive,high quality drive
726,positive,5.0,,,price_value,positive,just look at the price
727,negative,1.0,Road Mice,All Electronics,design,positive,the mouse looks cool
727,negative,1.0,Road Mice,All Electronics,performance,negative,it worked for about a week then all of a sudden it stopped working
727,negative,1.0,Road Mice,All Electronics,connectivity,negative,it acts like the mouse isn't sending the signal to the receiver
728,positive,5.0,Keen Eye,All Electronics,delivery,positive,shipping was fast and very efficient
729,negative,1.0,,,performance,negative,they're really frustrating when they no longer charge
730,positive,5.0,,,connectivity,positive,this cable made it so simple
731,neutral,3.0,,,design,positive,looks great
732,negative,2.0,Parrot,Cell Phones & Accessories,build_quality,positive,prior model worked well for a couple of years
732,negative,2.0,Parrot,Cell Phones & Accessories,performance,positive,easily understood and accepted simple spoken commands
732,negative,2.0,Parrot,Cell Phones & Accessories,sound_audio,positive,speaker was not that special but was intelligible
732,negative,2.0,Parrot,Cell Phones & Accessories,sound_audio,positive,microphone worked well enough
732,negative,2.0,Parrot,Cell Phones & Accessories,build_quality,positive,two button syst
733,positive,5.0,ProCase,Computers,design,positive,color is a very pleasant purple
733,positive,5.0,ProCase,Computers,performance,neutral,it took a second to get it to stand up
733,positive,5.0,ProCase,Computers,price_value,positive,i would buy again
734,positive,5.0,Bose,All Electronics,connectivity,positive,once i received it i plugged it in and now i get more
735,positive,5.0,Panasonic,Camera & Photo,price_value,positive,a un precio realmente bajo
735,positive,5.0,Panasonic,Camera & Photo,camera,positive,tiene un rango amplsi de distancias focales
737,positive,5.0,Koss,Home Audio & Theater,sound_audio,positive,good sound quality
737,positive,5.0,Koss,Home Audio & Theater,price_value,positive,for such a low price
737,positive,5.0,Koss,Home Audio & Theater,build_quality,positive,the cable comes out of only the left side
738,neutral,3.0,,,design,negative,notebook rings inside
740,positive,5.0,,,sound_audio,positive,master control for audi video equipment
741,neutral,3.0,Pro-Optic,Camera & Photo,price_value,positive,1/3 the price
741,neutral,3.0,Pro-Optic,Camera & Photo,build_quality,negative,nubs are loose
741,neutral,3.0,Pro-Optic,Camera & Photo,build_quality,negative,grips is on my lens its really tight
743,neutral,3.0,LENSPEN,Camera & Photo,price_value,positive,for the price it works well
743,neutral,3.0,LENSPEN,Camera & Photo,build_quality,negative,the detent is a little shallow
743,neutral,3.0,LENSPEN,Camera & Photo,build_quality,negative,the phillips screw holding the assembly must be checked
743,neutral,3.0,LENSPEN,Camera & Photo,build_quality,negative,don't over tighten as it will hinder your moving to the next detent
743,neutral,3.0,LENSPEN,Camera & Photo,software_app,negative,the software is really outdated
744,neutral,3.0,,,battery_life,negative,does not hold a charger longer than 2 hours
745,positive,5.0,,,build_quality,positive,not disintegrating like the originals
745,positive,5.0,,,performance,positive,fit perfectly 30 seconds to change out
746,positive,5.0,,,performance,positive,it worked very well
746,positive,5.0,,,design,positive,took being painted great too
747,positive,5.0,Creative,Computers,price_value,negative,kind of a pointless buy
747,positive,5.0,Creative,Computers,performance,negative,it in no way helped my system
748,negative,2.0,Think Tank,Camera & Photo,build_quality,positive,the shouder straps and super comfortible they are padded very well and wide
748,negative,2.0,Think Tank,Camera & Photo,design,positive,the is nice and big can carray a lot of gears
749,negative,1.0,Monoprice,Home Audio & Theater,connectivity,negative,in wall with ir ones from monoprice
750,negative,1.0,Suptig,Camera & Photo,performance,negative,it leaked
751,positive,5.0,,,sound_audio,negative,keeps squawking until you turn it off even if that is 90 minutes
752,negative,2.0,Loopilops,Cell Phones & Accessories,build_quality,negative,low grade wire doesn't bend easily nor does it return
752,negative,2.0,Loopilops,Cell Phones & Accessories,price_value,negative,priced as being a 'better' cable and the quality isn't the
753,negative,2.0,zjchao,All Electronics,connectivity,positive,the connection was the correct size
753,negative,2.0,zjchao,All Electronics,performance,negative,the micca origen reported an error
754,neutral,3.0,,,price_value,negative,you get for what you pay
754,neutral,3.0,,,build_quality,negative,it will brake in no time
755,positive,5.0,,,build_quality,positive,solid build quality
755,positive,5.0,,,sound_audio,positive,very quiet
755,positive,5.0,,,performance,positive,plenty of air flow
755,positive,5.0,,,battery_life,positive,low power drain
755,positive,5.0,,,performance,negative,one speed
756,positive,4.0,,,design,positive,great product exactly what i expected
756,positive,4.0,,,build_quality,positive,cushions fit really snuggly
756,positive,4.0,,,build_quality,positive,material is tough
757,negative,1.0,Tagan Technology Co,Computers,performance,negative,started acting up i had all sorts of problems with the cursor jumping all over the screen and getting really jittery it just wouldn't stop moving
760,positive,4.0,SUPCASE,Cell Phones & Accessories,price_value,positive,great price
760,positive,4.0,SUPCASE,Cell Phones & Accessories,connectivity,negative,plug cover is new and tight
760,positive,4.0,SUPCASE,Cell Phones & Accessories,sound_audio,negative,volume buttons feel
761,negative,1.0,Griffin Technology,Sports & Outdoors,design,negative,The pocket on the back had a vertical hole off to one side
761,negative,1.0,Griffin Technology,Sports & Outdoors,design,negative,The pocket will not close all the way
762,neutral,3.0,,,connectivity,negative,seems a little to loose wobbly in the socket
763,positive,5.0,Cozyswan,All Electronics,performance,positive,works great
764,negative,1.0,,,performance,negative,horrible time staying on any station
765,negative,1.0,GADGET.COOL,Cell Phones & Accessories,sound_audio,negative,none of them worked right
765,negative,1.0,GADGET.COOL,Cell Phones & Accessories,sound_audio,negative,some had sound coming from only one ear bud and others had some sound coming out of both but the sound was distorted
766,positive,5.0,,,sound_audio,positive,they pack a lot of punch
766,positive,5.0,,,price_value,positive,amazed at how much sound you can get for under 25
766,positive,5.0,,,performance,positive,amazed at how much sound you can get
767,positive,4.0,,,performance,positive,does exactly what i need it to do
767,positive,4.0,,,design,positive,hold a set of batteries nicely together and away from other
768,neutral,3.0,,,software_app,negative,forced advertising on it
770,negative,2.0,Tiffen,Camera & Photo,price_value,positive,very light and very cheap
770,negative,2.0,Tiffen,Camera & Photo,build_quality,negative,top stand twists and fall back under the camera weight
770,negative,2.0,Tiffen,Camera & Photo,performance,negative,does it's job only if the camera is positioned right
771,positive,5.0,,,build_quality,positive,build quality is decent
771,positive,5.0,,,price_value,positive,it's cheap and it works
772,positive,5.0,Kingston,All Electronics,price_value,positive,i got it for 20 so it's worth it's weight in gold
773,neutral,3.0,,,performance,negative,they fail to work after time
774,neutral,3.0,Lorex,Camera & Photo,software_app,negative,xp era active x plugin
774,neutral,3.0,Lorex,Camera & Photo,software_app,positive,supported on osx with safari
776,negative,1.0,PIXEL,Camera & Photo,camera,negative,back light could stay on
776,negative,1.0,PIXEL,Camera & Photo,performance,negative,transmitter was half pressed
777,neutral,3.0,FAVI,All Electronics,build_quality,positive,size and weight are great
777,neutral,3.0,FAVI,All Electronics,screen_display,neutral,picture reproduction is ok
777,neutral,3.0,FAVI,All Electronics,sound_audio,negative,speakers were not meant to pick up the sound
778,negative,1.0,,,build_quality,negative,four way direction buttons do not function
779,positive,4.0,,,build_quality,negative,switches seem a little flimsy
779,positive,4.0,,,price_value,positive,good price
780,positive,5.0,Movo,Camera & Photo,design,positive,very easy to use
780,positive,5.0,Movo,Camera & Photo,design,positive,would buy a second one
781,neutral,3.0,,,delivery,negative,takes a long very time for delivery
783,positive,5.0,,,design,positive,aesthetic feel good and work beautifully
784,neutral,3.0,,,design,positive,easy to hold and write with
784,neutral,3.0,,,build_quality,negative,break these just by pressing too hard
786,neutral,3.0,Cellto,Cell Phones & Accessories,price_value,positive,price is great and it's very attractive
786,neutral,3.0,Cellto,Cell Phones & Accessories,build_quality,negative,back case where the ipad snaps into is made of a flexible rubber like material
787,negative,2.0,leegoal,Computers,screen_display,negative,shows weird lines through the screen
788,positive,5.0,Altura Photo,Camera & Photo,design,positive,nice soft eyepiece
788,positive,5.0,Altura Photo,Camera & Photo,delivery,positive,shipping was fast
788,positive,5.0,Altura Photo,Camera & Photo,build_quality,positive,quality is good simply slide off existing eyepiece install
790,neutral,3.0,,,design,positive,the cover flap no longer extends past the right edge
790,neutral,3.0,,,design,negative,an odd 1 8 inch protrusion almost the entire length of the case on the left
790,neutral,3.0,,,customer_service,positive,they stood by their product and sent a replacement
791,negative,2.0,Amazon Basics,Cell Phones & Accessories,connectivity,negative,small end simply pulled off
792,neutral,3.0,Pyle,Car Electronics,delivery,positive,mounted correctly the first time
792,neutral,3.0,Pyle,Car Electronics,customer_service,positive,good support
792,neutral,3.0,Pyle,Car Electronics,design,positive,lots of features
793,negative,1.0,,,connectivity,negative,does not work shorts out windows ce 6device
793,negative,1.0,,,customer_service,negative,requested a replacement same issue
794,positive,4.0,Jabra,Cell Phones & Accessories,battery_life,positive,battery life last long
794,positive,4.0,Jabra,Cell Phones & Accessories,price_value,positive,priced right
794,positive,4.0,Jabra,Cell Phones & Accessories,sound_audio,negative,dsp noise cancelling microphone it's doesn't work
794,positive,4.0,Jabra,Cell Phones & Accessories,sound_audio,positive,speaker is decent loud and clear
794,positive,4.0,Jabra,Cell Phones & Accessories,connectivity,positive,stream music and gps voice guidance
795,negative,1.0,,,build_quality,negative,some two screws in the inner part fell
795,negative,1.0,,,customer_service,negative,sony they only offer a three month warranty
796,neutral,3.0,,,sound_audio,neutral,okay speakers
796,neutral,3.0,,,connectivity,negative,finicky blue tooth connection
796,neutral,3.0,,,build_quality,negative,lasted about 6 months before the head band broke
797,negative,1.0,,,delivery,negative,error message took too long to wait for a return
797,negative,1.0,,,screen_display,negative,turns on but shows no image just error message
798,positive,5.0,Ape Case,Camera & Photo,design,positive,this case is awesome
799,neutral,3.0,,,connectivity,negative,incompatible with my dell desktop
799,neutral,3.0,,,customer_service,negative,easy return to amazon no problems
800,negative,1.0,SABRENT,Computers,delivery,negative,the box says 12v6a but is obviously not
800,negative,1.0,SABRENT,Computers,customer_service,negative,amazon recommends it bait and switch
801,neutral,3.0,Amazon,Amazon Devices,screen_display,positive,integrated light that flips out
801,neutral,3.0,Amazon,Amazon Devices,screen_display,negative,lights unevenly brightly illuminating
801,neutral,3.0,Amazon,Amazon Devices,screen_display,negative,difficult to decipher in the dark
801,neutral,3.0,Amazon,Amazon Devices,design,positive,sleek design
801,neutral,3.0,Amazon,Amazon Devices,build_quality,positive,cover itself is a nice quality
802,neutral,3.0,,,camera,negative,no better than a tie no better than a bra's
802,neutral,3.0,,,camera,positive,it's wide enough to make walking around with the camera comfortable
803,neutral,3.0,,,delivery,positive,shipped and delivered very quickly
803,neutral,3.0,,,build_quality,positive,packaging was proper and felt adequate
803,neutral,3.0,,,design,positive,better than in pictures it fit very well
803,neutral,3.0,,,build_quality,positive,lid works perfectly to wake up and put the ipad to sleep
804,positive,5.0,PerformancePackage,Cell Phones & Accessories,price_value,positive,quality mount for the price
804,positive,5.0,PerformancePackage,Cell Phones & Accessories,build_quality,positive,replace the original suction cups
804,positive,5.0,PerformancePackage,Cell Phones & Accessories,performance,positive,adjustability is great too
805,positive,5.0,Noctua,Computers,sound_audio,positive,definitely more quiet than the fan it replaced
805,positive,5.0,Noctua,Computers,sound_audio,positive,it seems to move a bit more air
806,neutral,3.0,Daffodil,Computers,performance,negative,problems with double clicking multiple clicking
807,negative,1.0,,,build_quality,negative,lasted only 1 year now
807,negative,1.0,,,performance,negative,it gets 1 star is mainly because
807,negative,1.0,,,connectivity,negative,syncs with the bluetooth dongle then proceeds
807,negative,1.0,,,performance,negative,all it does is type a bunch of gibberish
808,positive,5.0,Wintec,All Electronics,price_value,positive,very good price
808,positive,5.0,Wintec,All Electronics,performance,neutral,performs to spec
809,positive,5.0,,,build_quality,positive,usb cable is 15' 10 long not 10
809,positive,5.0,,,software_app,positive,comes with driver install cd
810,positive,4.0,IMORDEN,Camera & Photo,design,positive,great slider for the beginner
810,positive,4.0,IMORDEN,Camera & Photo,performance,negative,isn't the smoothest
810,positive,4.0,IMORDEN,Camera & Photo,price_value,positive,low entry cost
810,positive,4.0,IMORDEN,Camera & Photo,camera,positive,great shots
811,negative,1.0,,,delivery,negative,out of box
811,negative,1.0,,,software_app,negative,app locked up my iphone 5s
813,negative,2.0,,,performance,negative,w and two button already stopped working
815,negative,2.0,Gary Fong,Camera & Photo,design,negative,it requires you to take your speedlight with you
815,negative,2.0,Gary Fong,Camera & Photo,camera,negative,very limited effect softens flash slightly
817,negative,2.0,Emerson,Home Audio & Theater,sound_audio,negative,the cd function does not work as it should
818,negative,1.0,,,build_quality,negative,product simply would not snug up to the screen
818,negative,1.0,,,performance,negative,installation is snap
820,positive,4.0,StarTech,Computers,performance,positive,the product worked as advertised
820,positive,4.0,StarTech,Computers,design,negative,a better border around the front
820,positive,4.0,StarTech,Computers,price_value,positive,this enclosure works great
821,neutral,3.0,Exxact Parts Solution,Computers,battery_life,negative,battery seem to continue to want a momentary charge
821,neutral,3.0,Exxact Parts Solution,Computers,battery_life,negative,charging had them out of service for a few weeks
821,neutral,3.0,Exxact Parts Solution,Computers,battery_life,negative,led indicator string on the battery pack continues to show all lights lit
822,neutral,3.0,DROK,Industrial & Scientific,build_quality,negative,capacitors would get hot
822,neutral,3.0,DROK,Industrial & Scientific,performance,neutral,voltage output seems to be very close
822,neutral,3.0,DROK,Industrial & Scientific,screen_display,negative,screen has recently started to flicker
823,positive,5.0,TENVIS,Camera & Photo,software_app,positive,quick response when using the phone app
823,positive,5.0,TENVIS,Camera & Photo,camera,negative,will be forever mystified by the camera's movement and whirring sounds
825,positive,5.0,MEE audio,Home Audio & Theater,build_quality,positive,still like new
825,positive,5.0,MEE audio,Home Audio & Theater,sound_audio,positive,husband liked them
825,positive,5.0,MEE audio,Home Audio & Theater,customer_service,positive,out of the last 9 pair
826,negative,1.0,Garmin,Cell Phones & Accessories,software_app,negative,the software is a bit flakey
826,negative,1.0,Garmin,Cell Phones & Accessories,software_app,negative,getting the add-ons to install properly is hard
827,negative,1.0,iCarez,Computers,build_quality,negative,corner about a 3 inch triangle will not adhere
828,neutral,3.0,MOBI,Baby,performance,negative,not the best monitor out there
828,neutral,3.0,MOBI,Baby,performance,positive,replaced with a better product
828,neutral,3.0,MOBI,Baby,connectivity,negative,it sometimes did not have good reception
828,neutral,3.0,MOBI,Baby,build_quality,negative,not the most durable
828,neutral,3.0,MOBI,Baby,build_quality,negative,not very durable
829,negative,1.0,TomTom,Cell Phones & Accessories,software_app,neutral,installed tomtom home on it it told me i needed to update my software
830,neutral,3.0,UPPERCASE,Computers,design,positive,looks pretty nice
830,neutral,3.0,UPPERCASE,Computers,build_quality,negative,feels so uncomfortable it slows me down from typing
832,neutral,3.0,Avantree,Cell Phones & Accessories,build_quality,positive,good fit nicely in ear and stays in the wire wraps
833,negative,2.0,ALC,Camera & Photo,software_app,negative,cannot be used on all tablets
834,positive,5.0,,,performance,positive,works great
834,positive,5.0,,,delivery,positive,shipping was as stated and on time
835,neutral,3.0,,,price_value,positive,cheap works but died on me
835,neutral,3.0,,,battery_life,negative,died on me after less than a year
835,neutral,3.0,,,design,neutral,not 100 sure it's actually an oem product
836,negative,1.0,,,design,positive,very small and sleek looking
836,negative,1.0,,,build_quality,neutral,the screws strip extremely easy
836,negative,1.0,,,build_quality,positive,much better build quality
837,neutral,3.0,Olympus,Camera & Photo,price_value,positive,loved the price
837,neutral,3.0,Olympus,Camera & Photo,software_app,negative,menu system was somewhat complicated
837,neutral,3.0,Olympus,Camera & Photo,camera,negative,photo quality specifically in low light situations it was worse than an iphone
838,negative,2.0,,,build_quality,negative,assemble the sceen assembly except for plugging in the connectors
839,neutral,3.0,,,design,negative,too large for system to recognize
840,neutral,3.0,,,performance,negative,fans are woefully insufficient
841,positive,4.0,Lightwedge,Amazon Devices,design,positive,leather feels good
841,positive,4.0,Lightwedge,Amazon Devices,build_quality,positive,seams are sewn well
841,positive,4.0,Lightwedge,Amazon Devices,build_quality,positive,it is durable
841,positive,4.0,Lightwedge,Amazon Devices,screen_display,positive,straps do not interfere with the screen
841,positive,4.0,Lightwedge,Amazon Devices,design,negative,feels bulky at the spine
842,negative,2.0,,,screen_display,negative,first item had several dead pixels
843,neutral,3.0,,,screen_display,negative,the lcd screen is extremely horrible to view
844,neutral,3.0,VideoSecu,Camera & Photo,design,negative,it takes up so much space on a power strip
845,negative,1.0,Belkin,Computers,performance,negative,this gave me a fit setting up
845,negative,1.0,Belkin,Computers,customer_service,negative,Belkin tech support is no help
846,neutral,3.0,,,customer_service,negative,does not come with any direction or any website to find any
847,neutral,3.0,D-Link,Computers,performance,negative,unreliable performance
847,neutral,3.0,D-Link,Computers,connectivity,negative,would freeze up when more than 10 wireless devices connected
848,negative,2.0,Kaito,,performance,negative,tough to get the unit in and out of record playback mode
849,positive,4.0,,,connectivity,negative,i can't use the quad zone triggering system with my elincrhom dlite 4
849,positive,4.0,,,customer_service,positive,customer service was very quick and responsive but they told me they have issues with elincrhom strobes
850,neutral,3.0,Garmin,Cell Phones & Accessories,performance,positive,this is a very good gps unit and works well
850,neutral,3.0,Garmin,Cell Phones & Accessories,screen_display,positive,the screen is wide and has a decent resolution and contrast levels
851,neutral,3.0,,,performance,negative,died within a 12 hour period
852,negative,2.0,Ridata,Home Audio & Theater,performance,negative,a dvd writer with a big fat 8x on the box
852,negative,2.0,Ridata,Home Audio & Theater,software_app,negative,running the latest firmware and software
853,positive,5.0,Nikon,Camera & Photo,camera,positive,swivel monitor i was soooo happy
853,positive,5.0,Nikon,Camera & Photo,camera,neutral,manual that's how i found out
853,positive,5.0,Nikon,Camera & Photo,camera,negative,should supply a cap for this
854,neutral,3.0,D-Link,All Electronics,connectivity,negative,signal strength fluctuates between good and poor
855,neutral,3.0,YONGNUO,Camera & Photo,connectivity,negative,well it triggers them but the shutter goes off first
855,neutral,3.0,YONGNUO,Camera & Photo,performance,negative,the shutter goes off first and then the signal gets to the flash
856,positive,5.0,ANNKE,Camera & Photo,software_app,positive,android and iphone apps work pretty well
856,positive,5.0,ANNKE,Camera & Photo,software_app,positive,easily configure by simply scanning a qr code
856,positive,5.0,ANNKE,Camera & Photo,screen_display,positive,monitor image quality is still great
856,positive,5.0,ANNKE,Camera & Photo,connectivity,positive,phone app with wifi and 4g viewing works
857,negative,2.0,Seagate,Computers,build_quality,negative,circuit board that handles power failed
857,negative,2.0,Seagate,Computers,customer_service,negative,very difficult warranty policy
858,negative,1.0,PWR+,All Electronics,connectivity,negative,charger didn't work
858,negative,1.0,PWR+,All Electronics,performance,negative,bought 2 neither worked
859,negative,1.0,OLYMPUS,Camera & Photo,camera,negative,compatible if the 4 3s format interchangeable lens compacts
860,positive,5.0,Cambridge Soundworks,All Electronics,connectivity,positive,initially i had some problems connecting
860,positive,5.0,Cambridge Soundworks,All Electronics,sound_audio,positive,great sound coming from this iddy biddy little speaker
861,negative,2.0,,,software_app,negative,some provided software
861,negative,2.0,,,connectivity,negative,WPS setup did not work
861,negative,2.0,,,connectivity,positive,wifi setup simpler than
862,positive,4.0,,,connectivity,positive,works on ps2 n64 nes perfect for older dvd games
863,negative,1.0,C2G,All Electronics,design,positive,looks great
863,negative,1.0,C2G,All Electronics,performance,negative,blue light on top started flashing and then stopped working
863,negative,1.0,C2G,All Electronics,delivery,negative,returning the unit
864,neutral,3.0,Kinobo,Computers,build_quality,negative,the plug feels extremely cheap and flimsy
866,neutral,3.0,,,build_quality,negative,its a tad thick and a little heavy
866,neutral,3.0,,,build_quality,negative,thickness of the material makes it hard to access the buttons
866,neutral,3.0,,,screen_display,negative,took several attempts at stretching the material to be able to see the whole display
866,neutral,3.0,,,design,negative,biggest drawback is the loop on the right side of the case for the el cheapo pen
868,negative,2.0,Jensen,Home Audio & Theater,build_quality,negative,mediocre quality
868,negative,2.0,Jensen,Home Audio & Theater,design,negative,primitive design
868,negative,2.0,Jensen,Home Audio & Theater,sound_audio,negative,FM reception isn't even a close second
869,negative,2.0,,,price_value,negative,over priced for the quality
869,negative,2.0,,,sound_audio,negative,quality of sound
869,negative,2.0,,,build_quality,positive,they do appear to be made well
869,negative,2.0,,,design,positive,controls are placed well
869,negative,2.0,,,design,negative,too close together
870,negative,2.0,ecoEfficiency,Camera & Photo,battery_life,negative,won't take a charge at all zip zilch nothing
871,positive,5.0,,,sound_audio,positive,connect the rca sound out ports from the tv to my headphones
872,neutral,3.0,Amazon Basics,Computers,connectivity,negative,cable is super thick and a pain to deal with
873,negative,2.0,,,screen_display,negative,i had to turn off all lights at night
874,positive,5.0,Noctua,Computers,build_quality,negative,very cheap and loud three pin fan
874,positive,5.0,Noctua,Computers,build_quality,positive,super quiet and more control over its function
875,negative,2.0,LimoStudio,Camera & Photo,battery_life,negative,the battery does fall out
875,negative,2.0,LimoStudio,Camera & Photo,delivery,positive,everything came with it
876,positive,5.0,SAMSUNG,Home Audio & Theater,performance,positive,this drive is fast
876,positive,5.0,SAMSUNG,Home Audio & Theater,performance,positive,boot time is down
877,negative,2.0,,,connectivity,negative,it is not wifi
877,negative,2.0,,,price_value,negative,it should be for that price
878,negative,2.0,CASE XX,GPS & Navigation,delivery,positive,i got my screen protector very fast
878,negative,2.0,CASE XX,GPS & Navigation,design,positive,it was the right size
878,negative,2.0,CASE XX,GPS & Navigation,build_quality,negative,it did not want to come off
880,positive,5.0,Explore Scientific,Camera & Photo,performance,positive,excellent eyepiece performance
881,positive,5.0,Monster,Home Audio & Theater,connectivity,negative,the signal was not working correctly i would have a fluttering screen
881,positive,5.0,Monster,Home Audio & Theater,performance,positive,this splitter and wow worked like a charm
882,neutral,3.0,,,performance,positive,connect to this extension speed 50 120 mb sec
882,neutral,3.0,,,connectivity,positive,connect to this extension speed 50 120 mb sec
883,neutral,3.0,Rii,Computers,design,negative,didn't sit well
883,neutral,3.0,Rii,Computers,connectivity,negative,fought the sync
884,neutral,3.0,UCEC,All Electronics,screen_display,negative,weird screen tearing
885,neutral,3.0,Sony,Car Electronics,design,negative,detachable face
886,negative,2.0,Pro Brand International,Home Audio & Theater,build_quality,negative,low quality item made in china
887,neutral,3.0,Creative,All Electronics,sound_audio,negative,buying a dac for me is daunting
888,neutral,3.0,,,build_quality,negative,there is no tripod support for large lenes use
889,positive,5.0,,,performance,positive,functions flawlessly
889,positive,5.0,,,price_value,positive,price point and quality
890,negative,1.0,,,screen_display,negative,color calibrations on my macbook pro were clearly broken
890,negative,1.0,,,software_app,negative,latest software release 11 2009 notes that it cannot accurately generate icc 4 profiles
890,negative,1.0,,,software_app,negative,software is not native os x but instead appears to be a haphazard port
891,neutral,3.0,,,delivery,positive,shipment i like
891,neutral,3.0,,,build_quality,negative,ball head it's completly stuck
891,neutral,3.0,,,design,positive,gorillapod it's very versatile
892,positive,4.0,Shark Week,Car Electronics,sound_audio,positive,the sound is solid controls work fine
892,positive,4.0,Shark Week,Car Electronics,build_quality,negative,control unit is sort or chinsy with a horrible mounting bracket
892,positive,4.0,Shark Week,Car Electronics,design,positive,i love the chrome it fits in on my bike
892,positive,4.0,Shark Week,Car Electronics,delivery,positive,i received the items faster than expected
893,positive,5.0,JLab,Computers,sound_audio,positive,very good speaker
893,positive,5.0,JLab,Computers,connectivity,positive,small plugs into usb source
893,positive,5.0,JLab,Computers,price_value,positive,19 95 is a steal
894,neutral,3.0,Noot,Home Audio & Theater,performance,positive,these are great
894,neutral,3.0,Noot,Home Audio & Theater,build_quality,negative,not as comfortable
895,negative,1.0,,,software_app,negative,contacts tile mysteriously turned into a second off switch
895,negative,1.0,,,performance,negative,one unit did not work properly
896,neutral,3.0,,,sound_audio,negative,right speaker is making bass noise
896,neutral,3.0,,,build_quality,negative,go buy real koss porta pro from koss web page
897,negative,1.0,Olevia,All Electronics,performance,negative,it turns itself off two or three times a day
898,positive,5.0,,,connectivity,positive,both the firewire and usb plugs worked perfectly
899,positive,5.0,,,price_value,positive,great price on this cable
899,positive,5.0,,,performance,positive,works great
900,positive,5.0,,,delivery,positive,item arrived on time
900,positive,5.0,,,delivery,positive,securely packaged
900,positive,5.0,,,customer_service,positive,exactly as described
900,positive,5.0,,,customer_service,positive,super happy and would order again
900,positive,5.0,,,performance,negative,item stopped working after 6 months
902,neutral,3.0,VideoSecu,All Electronics,design,positive,support bracket is only on one side
902,neutral,3.0,VideoSecu,All Electronics,build_quality,negative,top screw gave and away goes the tv
903,neutral,3.0,Snap-on,Cell Phones & Accessories,delivery,positive,he hasn't used it yet as advertised
904,negative,2.0,G.G.Martinsen,Home Audio & Theater,battery_life,negative,product only lasted about 5 months
904,negative,2.0,G.G.Martinsen,Home Audio & Theater,build_quality,negative,accompanying instructions just a tiny sheet
