title,brand,category,price,battery_life,build_quality,camera,connectivity,customer_service,delivery,design,performance,price_value,screen_display,software_app,sound_audio,total_mentions,overall_score
"ABC Products All in One USB Multi Digital Camera, Cell Phone, Mobile Picture Memory Card Reader Writer USB Plug n Play Digital Photo Frame Transfer, Reads All Cards Except Smart Media Cable Included",ABC Products,Computers,9.99,,,-1.0,,,,,,1.0,,,,12,0.0
Sony RDPXF100IP 30-Pin iPhone/iPod Portable Speaker Dock (Black) (Discontinued by Manufacturer),Sony,Home Audio & Theater,115.0,,,,1.0,,,,,1.0,,,1.0,12,1.0
Konsait Black Camera 323 Quick Release Plate with Special Adapter (200PL-14) use for Manfrotto 323(New Version),Konsait,Camera & Photo,15.69,,1.0,1.0,,,,1.0,,1.0,,1.0,,12,1.0
Konsait Black Camera 323 Quick Release Plate with Special Adapter (200PL-14) use for Manfrotto 323(New Version),Konsait,Camera & Photo,15.69,,-1.0,,,,,1.0,,1.0,,-1.0,,12,0.0
"8.0"" Samsung Galaxy Tab A - 16GB Smoky Titanium",SAMSUNG,Computers,133.99,,,,,,,,,1.0,,,,12,1.0
"LimoStudio Boom Arm Reflector Hold Bar with Light Stand Tripod Mount, Max 76 inch Long Arm, Length Adjustable, Holds up to 58 inch Long Reflector with Counter Weight Sand Bag, AGG289",LimoStudio,Camera & Photo,38.9,,1.0,,,,,1.0,,1.0,,,,12,1.0
Lantronix xPrintServer Home Edition for iOS Printing - XPS1002HM-01-S,Lantronix,All Electronics,89.99,,,,,,,,,,,-1.0,,12,-1.0
Talent iMS-1 Music and Mic Stand Holder Clip for Apple iPad,TALENT,Computers,33.07,,1.0,,,,,1.0,,-1.0,,,,12,0.333
AC POWER TRAVEL ADAPTER PLUG FOR UNITED KINGDOM UK ENGLAND IRELAND SCOTLAND MALAYSIA HONG KONG / WITH DUAL PLUG-IN PORTS AND SURGE PROTECTION / GROUNDED,TRAVEL READY,All Electronics,14.89,,1.0,,,,,,,,,,,12,1.0
(2) Pair of Metra 72-5600 Speaker Wire Adapters for Select Ford Vehicles - 4 Total Adapters,Hardware & Outdoor,Car Electronics,11.75,-1.0,-1.0,,-1.0,,,-1.0,,1.0,,,-0.333,12,-0.556
Beach Camera Nikon 55-300mm f/4.5-5.6G ED VR AF-S DX Nikkor Zoom Lens for Nikon Digital SLR (Renewed),Amazon Renewed,Camera & Photo,294.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,12,1.0
Astell&Kern AK120 Dual-DAC Mastering Quality Sound Portable System,Astell&Kern,All Electronics,399.0,,,,,,,,,,,1.0,,12,1.0
Maxell – Pro 190048 CD-340 Laser Lens Cleaner - Safe & Effective CD Player & Game Station Compact Disc Cleaner - Microfiber Brushes Eliminates Static & Dust - Easy to Use with No Chemicals,Maxell,Home Audio & Theater,5.49,,,,,-1.0,,,,-1.0,,,,12,-1.0
Kingston ValueRAM 2GB 800MHz DDR2 Non-ECC CL6 DIMM Desktop Memory,Kingston Technology,All Electronics,17.2,,,,,-1.0,,,0.0,,,0.0,,12,-0.333
Transcend 64GB JetDrive Lite 330 Storage Expansion Card for 13-Inch MacBook Pro with Retina Display (TS64GJDL330),Transcend,Computers,51.27,,,,-1.0,,-1.0,,0.0,,,1.0,,12,-0.25
"BM Premium 2-Pack of LP-E10 Batteries and Battery Charger Kit for Canon EOS Rebel T3, T5, T6, T7, Kiss X50, Kiss X70, EOS 1100D, EOS 1200D, EOS 1300D, EOS 2000D Digital Camera",BM Premium,Camera & Photo,23.99,0.0,,,,1.0,1.0,,,,,,,12,0.667
"Toshiba Thrive Portfolio Case for 10 - Inch Tablet (PA3945U-1EAB),Black",Toshiba,Computers,10.01,,1.0,1.0,,-1.0,,,,1.0,,1.0,,12,0.6
Toshiba Thrive Standard Dock with Audio Out for Tablet 10-Inch (PA3956U-1PRP),Toshiba,All Electronics,18.99,-1.0,-1.0,,-1.0,,,-1.0,,-1.0,,,-1.0,12,-1.0
LG GE24NU40 Super Multi External 24x DVD Rewriter,LG,Computers,97.0,,-1.0,,-1.0,,,,-1.0,-1.0,,-1.0,,12,-1.0
Toshiba Thrive Standard Dock with Audio Out for Tablet 10-Inch (PA3956U-1PRP),Toshiba,All Electronics,18.99,,1.0,,,,,,,1.0,,1.0,,12,1.0
WD 2 TB WD AV-GP SATA III Intellipower 64 MB Cache Bulk/OEM AV Hard Drive WD20EURX,Western Digital,Computers,33.4,,,,-1.0,,,-1.0,,,-1.0,-1.0,,12,-1.0
"Lenovo Thinkpad E545 20B20011US Laptop (Windows 8 Professional, AMD Dual-Core A6 5350M (2.9GHz) Processor, 15.6"" (1366 x 768) HD Display, SSD: 320 GB, RAM: 4 GB DDR3) Black",Lenovo,Computers,300.6,,,,-1.0,,,,,0.0,,-1.0,,12,-0.667
WD 2 TB WD AV-GP SATA III Intellipower 64 MB Cache Bulk/OEM AV Hard Drive WD20EURX,Western Digital,Computers,33.4,-1.0,,,,,,,,,-1.0,-1.0,,12,-1.0
"VisionTek Radeon 4350 512MB DDR2 (DVI-I, HDMI, VGA) Graphics Card - 900270",VisionTek,All Electronics,77.04,,,,,,,1.0,,,,1.0,,12,1.0
"Anycolor 6-Pack Compatible with Dymo D1 Label Tape 1/2"" Compatible with DYMO Label Maker Refills D1 45013 45010 45016 45017 45018 45019 Label for LabelManager 160 280 PnP 360D 210D 420P Label Maker",Anycolor,Office Products,14.99,,,,,,1.0,1.0,1.0,1.0,,,,12,1.0
ASUS S550 15-Inch Laptop [OLD VERSION],ASUS,Computers,458.5,0.0,,,-1.0,-1.0,,,1.0,,0.0,0.0,,12,-0.167
"Tripp Lite 6 Outlet Under-Monitor Surge Protector Power Strip, 6ft Cord, Tel/Modem Protection, RJ11, TMC-6, BLACK",Tripp Lite,All Electronics,56.43,1.0,,,,-1.0,,,,,,-1.0,,12,-0.333
AFUNTA Android Tablet Cable Adapter Set-Micro USB OTG; Mini USB OTG; Hdmi Female to Micro Hdmi Male;hdmi Mini-Enabled Devices to Standard Hdmi,AFUNTA,Computers,7.99,,,,1.0,,1.0,1.0,,,,,,12,1.0
iMBAPrice 3.5mm (Female) Stereo Jack to 1/4inch (Male) Stereo Plug Adapter,iMBAPrice,All Electronics,6.99,,,,,,,,,1.0,,,,12,1.0
"Linksys N600+ Wi-Fi Wireless Dual-Band+ Router with Gigabit Ports, Smart Wi-Fi App Enabled to Control Your Network from Anywhere (EA2700)",Linksys,Computers,49.99,,,,-1.0,,,,-1.0,,,-1.0,,12,-1.0
"VideoSecu Wall Ceiling J Mount Bracket Aluminum Alloy Tilt Pan Arm Stand Curved for Some Mini Projector CCTV Security Camera DVR Housing Home Surveillance System with 1/4"" 20 Thread WUL",VideoSecu,Camera & Photo,20.99,,-1.0,-1.0,,,-1.0,,-1.0,,-0.5,-1.0,,12,-0.917
"Tripp Lite 6 Outlet Under-Monitor Surge Protector Power Strip, 6ft Cord, Tel/Modem Protection, RJ11, TMC-6, BLACK",Tripp Lite,All Electronics,56.43,-1.0,,,-1.0,,,,,,,-1.0,,12,-1.0
ASUS VH198T 19-Inch Widescreen LED Monitor,ASUS,Computers,55.28,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,12,1.0
"Metra Electronics 70-5520 Wiring Harness for Select 2003-Up Ford Vehicles, MULTI COLOR",Metra Electronics,Car Electronics,7.78,-1.0,,,-1.0,,,,,,,-1.0,,12,-1.0
"Metra Electronics 70-5520 Wiring Harness for Select 2003-Up Ford Vehicles, MULTI COLOR",Metra Electronics,Car Electronics,7.78,,,,,,,1.0,,,,,,12,1.0
Belkin F3U133-06 Pro Series Hi-Speed USB Cable (Six-Feet),Belkin,All Electronics,4.08,,1.0,,,,1.0,,,1.0,,,,12,1.0
Belkin F3U133-06 Pro Series Hi-Speed USB Cable (Six-Feet),Belkin,All Electronics,4.08,,-1.0,,1.0,,,,,1.0,,,,12,0.333
VideoSecu Security Camera 50ft BNC Audio Video Power Cable Pre-Made All-in-One Extension Wire Cord with BNC RCA Connectors for CCTV Surveillance Camera C14,VideoSecu,Camera & Photo,45.99,,-1.0,,,,,,,-1.0,,-1.0,,12,-1.0
JacobsParts USB 3.0 Front Panel Expansion Bay to 20-Pin Motherboard Header Cable (2-Port),JacobsParts,Computers,9.99,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,-1.0,,12,-1.0
WD My Book Studio 500 GB USB 2.0/FireWire 400/800/eSATA Desktop External Hard Drive,Western Digital,All Electronics,196.07,,1.0,,1.0,,,1.0,1.0,,,1.0,,12,1.0
ZOZO Universal AC/DC Adapter 12W 3V 4.5V 5V 6V 7.5V 9V 12V Multi Voltage Switching Replacement Power Supply for Household Electronics Routers Speakers CCTV Cameras Smart Phone USB,ZOZO,Camera & Photo,11.99,1.0,,,,,1.0,,,,,1.0,,12,1.0
"BM Premium 2-Pack of LP-E10 Batteries and Battery Charger Kit for Canon EOS Rebel T3, T5, T6, T7, Kiss X50, Kiss X70, EOS 1100D, EOS 1200D, EOS 1300D, EOS 2000D Digital Camera",BM Premium,Camera & Photo,23.99,,1.0,,,,,,,,,,,12,1.0
LaCie d2 Quadra v3 USB 3.0 7200RPM 3 TB 301549U,LaCie,All Electronics,269.99,,1.0,,1.0,,,,-1.0,,,1.0,,12,0.5
"Lepy LP-2024A-HA LP-2024A+ Hi-Fi Audio Stereo Power Amplifier Car Amplifier, 3A Power Supply",Lepy,Cell Phones & Accessories,48.99,,1.0,,,,,,,1.0,1.0,,0.0,12,0.75
"Lenovo Thinkpad E545 20B20011US Laptop (Windows 8 Professional, AMD Dual-Core A6 5350M (2.9GHz) Processor, 15.6"" (1366 x 768) HD Display, SSD: 320 GB, RAM: 4 GB DDR3) Black",Lenovo,Computers,300.6,-1.0,,,,,,,,,,,,12,-1.0
25 Pcs Black Adhesive Backed Nylon Wire Adjustable Cable Clips Clamps,JDYYICZ,Tools & Home Improvement,6.99,,,,,,,-1.0,,,,,,12,-1.0
"17"" Dell 1708FPb DVI Rotating LCD Monitor w/USB Hub (Silver/Black) - Rotates to Portrait or Landscape View!",Dell,Computers,55.0,,1.0,-1.0,,-1.0,,-1.0,,1.0,-1.0,,,12,-0.333
Bgears b-Blaster 140mm 2 Ball Bearing High Speed Extreme Airflow Fan,Bgears,Computers,14.99,1.0,,,,,,,,1.0,,,,12,1.0
Microsoft Docking Station for Surface 3 (not compatible with Surface Pro 3) SC EN/XD/ES Hdwr (GJ3-00001),Microsoft,Computers,26.0,,,,,,-1.0,,,1.0,,0.0,,12,0.0
LaCie d2 Quadra v3 USB 3.0 7200RPM 3 TB 301549U,LaCie,All Electronics,269.99,,,,,,-1.0,,,,,,,12,-1.0
AMD Phenom II X4 955 HDZ955FBGIBOX 3.2 GHz/6 MB L3/125W Processor,AMD,All Electronics,33.99,,-1.0,,,-1.0,,,,-1.0,,-1.0,,12,-1.0
25 Pcs Black Adhesive Backed Nylon Wire Adjustable Cable Clips Clamps,JDYYICZ,Tools & Home Improvement,6.99,1.0,-1.0,,,,,,,,,,,12,0.0
WD WD5000KSRTL/WD5000AAKS Caviar 500 GB SATA Hard Drive,Western Digital,All Electronics,59.95,-1.0,,,-1.0,-1.0,,,-1.0,,,-1.0,,12,-1.0
[Old Version] - ButtKicker Gamer2 Immersive Haptic Transducer w/ 90 Watt Power Amplifier - Easy-Clamp for Sim Rigs or Chairs (BK-GK2),Buttkicker,All Electronics,249.99,,0.0,,,,,,,,,0.0,0.0,12,0.0
LG Electronics OTW420B EZ Slim Wall Mount,LG,All Electronics,297.97,,,,,-1.0,,,,-1.0,,-1.0,,12,-1.0
"Anycolor 6-Pack Compatible with Dymo D1 Label Tape 1/2"" Compatible with DYMO Label Maker Refills D1 45013 45010 45016 45017 45018 45019 Label for LabelManager 160 280 PnP 360D 210D 420P Label Maker",Anycolor,Office Products,14.99,,1.0,,,,,1.0,,1.0,,,,12,1.0
"Linksys N600+ Wi-Fi Wireless Dual-Band+ Router with Gigabit Ports, Smart Wi-Fi App Enabled to Control Your Network from Anywhere (EA2700)",Linksys,Computers,49.99,,,,-1.0,,,,,,,-1.0,,12,-1.0
"Lenovo ThinkPad X1 Carbon 20BS0032US Laptop (Windows 8, Intel i5-5300U, 14"" LED-lit Screen, Storage: 256 GB, RAM: 8 GB) Black",Lenovo,Computers,2248.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12,1.0
Maxell – Pro 190048 CD-340 Laser Lens Cleaner - Safe & Effective CD Player & Game Station Compact Disc Cleaner - Microfiber Brushes Eliminates Static & Dust - Easy to Use with No Chemicals,Maxell,Home Audio & Theater,5.49,,1.0,1.0,,1.0,1.0,,1.0,,,,,12,1.0
Lightdow 12 x 12 Inch (30 x 30 cm) White Balance 18% Gray Reference Reflector Grey Card with Carry Bag [Folded Version],Lightdow,Camera & Photo,8.99,,,1.0,,,,1.0,,,,,,12,1.0
"Acer Chromebook C720 New 11.6-Inch WXGA HD LED LCD Replacement Screen 30PIN Matte Fits: C720-2848, C720-2103, C720-2420, C720-2800, C720-2802, C720-2844",Acer,Computers,26.7,,0.0,,,,1.0,1.0,,1.0,0.0,-1.0,,12,0.333
"Acer Chromebook C720 New 11.6-Inch WXGA HD LED LCD Replacement Screen 30PIN Matte Fits: C720-2848, C720-2103, C720-2420, C720-2800, C720-2802, C720-2844",Acer,Computers,26.7,,,,,,,,,,1.0,,,12,1.0
"iHome Bluetooth Stereo Executive Music Station, Black (IBN10BC)",iHome,Home Audio & Theater,49.99,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,12,1.0
audio-technica ATH-M50x Professional Studio Monitor Headphones (Renewed),Amazon Renewed,All Electronics,126.48,,1.0,,,,,,,,,1.0,0.0,12,0.667
iMBAPrice 3.5mm (Female) Stereo Jack to 1/4inch (Male) Stereo Plug Adapter,iMBAPrice,All Electronics,6.99,,1.0,,,,,,,1.0,,,,12,1.0
Kingston 8GB Class 4 MicroSDHC Card Flash Memory with SD Adapter SDC4/8GB,Kingston,Cell Phones & Accessories,9.99,,1.0,,,,,,,1.0,,,,12,1.0
iGuerburn Female 7.4mm x 5.0mm to 4.5mm x3.0mm Male Charger Adapter Power Connector Converter Cable DC Jack for Dell Hp,iGuerburn,All Electronics,8.99,,,,,,,,,1.0,,,,12,1.0
Magnavox - HD Streaming Player,Magnavox,All Electronics,29.99,,,,1.0,,,,,1.0,,1.0,,12,1.0
"HUION Inspiroy H1060P Graphics Drawing Tablet with 8192 Pressure Sensitivity Battery-Free Stylus and 12 Customized Hot Keys, 10 x 6.25 inches Digital Art Tablet for Mac, Windows PC and Android",HUION,All Electronics,59.99,,-1.0,-1.0,-1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,12,-1.0
"SABRENT USB 3.0 Super Speed 4 Slot Memory Card Reader for Windows, Mac and Linux - Supports SD, SDHC, SDXC, MMC/MicroSD, T-Flash/MS, MS PRO Duo/CF, and More (CR-BMC3)",SABRENT,Computers,9.99,,,,,,1.0,,-1.0,,,0.0,,12,0.0
Cables Unlimited 10-Feet DVI D M to M Cable,Cables Unlimited,All Electronics,9.59,,-1.0,-1.0,-1.0,,,,,-1.0,,,,12,-1.0
Sony Alpha DSLRA350K 14.2MP Digital SLR Camera with Super SteadyShot Image Stabilization DT 18-70mm f/3.5-5.6 Zoom Lens,Sony,Camera & Photo,269.99,-1.0,-1.0,-1.0,,,,,-1.0,,-1.0,-1.0,,12,-1.0
Royal 29297W WES 600 Wireless Stereo Speaker System,Royal,Home Audio & Theater,85.89,,-1.0,,,-1.0,,,,,,,-1.0,12,-1.0
"STK NP-FM500H Charger for Sony Alpha A57, A77, A99, A65, A100, A200, A900, A300, A350, A700, A580, A850 Digital Cameras BC-VM10 Battery Chargers",STK,Camera & Photo,14.99,1.0,,1.0,,,,,,,,,,12,1.0
"SABRENT USB 3.0 Super Speed 4 Slot Memory Card Reader for Windows, Mac and Linux - Supports SD, SDHC, SDXC, MMC/MicroSD, T-Flash/MS, MS PRO Duo/CF, and More (CR-BMC3)",SABRENT,Computers,9.99,,,-1.0,,,,,,,,-1.0,,12,-1.0
"Sangean HDR-16 HD Radio/FM-Stereo/AM Portable Radio, Black",Sangean,Home Audio & Theater,99.99,1.0,0.0,,0.0,,,,,,,-1.0,-1.0,12,-0.2
Intel BOXNUC6I5SYH NUC Kit NUC6i5SYH,Intel,Computers,349.0,,1.0,1.0,,,,,1.0,,,1.0,,12,1.0
Intel 1st Generation Compute Stick with Intel Atom Processor and Windows 8.1 (BOXSTCK1A32WFC),Intel,Computers,99.99,,,1.0,1.0,,,,,,,1.0,1.0,12,1.0
Fujifilm 2 GB XD Flash Memory Card (Retail Package),Fujifilm,All Electronics,199.99,,,-1.0,,,,,,,-1.0,,,12,-1.0
"Godox TT600 Camera Flash Speedlite Master Slave Off GN60 Built-in 2.4G Wireless X System Transmission Compatible for Canon, Nikon, Pentax, Olympus, Fuji and Other DSLR Camera with Standard Hotshoe",Godox,Camera & Photo,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,12,0.0
"Insignia NS-P4112 Portable CD Player with Skip Protection for CD, CD-R, CD-RW - Includes Headphones",INSIGNIA,All Electronics,124.98,-1.0,,,,-1.0,,,,,,,,12,-1.0
"Insignia NS-P4112 Portable CD Player with Skip Protection for CD, CD-R, CD-RW - Includes Headphones",INSIGNIA,All Electronics,124.98,,-1.0,,-1.0,,,,,,,,-1.0,12,-1.0
"STK NP-FM500H Charger for Sony Alpha A57, A77, A99, A65, A100, A200, A900, A300, A350, A700, A580, A850 Digital Cameras BC-VM10 Battery Chargers",STK,Camera & Photo,14.99,1.0,,,,,,1.0,,,,,,12,1.0
"SANOXY 15.6"" Neoprene Laptop Notebook Sleeve Soft Case",SANOXY,Computers,15.99,,1.0,,,,,1.0,,1.0,1.0,,,12,1.0
CameraTrax 24ColorCard-3x5 (OneSnapColor) with White Balance and User Guidebook,CameraTrax,Camera & Photo,39.95,,-1.0,-1.0,,,,1.0,,-1.0,,-1.0,,12,-0.6
"Skinomi Screen Protector Compatible with iPad Pro (12.9 inch, 2017 and 2015 Compatible) Clear TechSkin TPU Anti-Bubble HD Film",Skinomi,Computers,9.95,,0.0,,,,,1.0,1.0,,0.0,0.0,,12,0.4
GoPro Suction Cup Mount for HERO Cameras,GoPro,Camera & Photo,37.99,,,1.0,,,,,,,,1.0,,12,1.0
"Monoprice 106775 F Type Right Angle Female to Male Adapter, Gold Plated",Monoprice,Home Audio & Theater,4.48,,,,-1.0,,,,,,,,,12,-1.0
Cables Unlimited 10-Feet DVI D M to M Cable,Cables Unlimited,All Electronics,9.59,,1.0,,,,,,,,,1.0,,12,1.0
"Monoprice 106775 F Type Right Angle Female to Male Adapter, Gold Plated",Monoprice,Home Audio & Theater,4.48,,1.0,,,,,,,,,,,12,1.0
Plantronics 87300-41-RB Voyager Legend Wireless Bluetooth Headset - Black (Renewed),Amazon Renewed,Cell Phones & Accessories,58.0,,-1.0,,,,,,,,,,0.0,12,-0.5
Dell Inspiron Desktop (i3647-1231BK) (Old Version),Dell,Computers,319.95,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,12,1.0
Canon USB Cable IFC-400PCU for Canon Cameras & Camcorders,Canon,Camera & Photo,12.95,1.0,,,,,1.0,1.0,,1.0,,1.0,,12,1.0
Dell E2715H 27-Inch Screen LED-Lit Monitor,Dell,Computers,295.25,1.0,,,,,,,,,,,,12,1.0
Cable Matters Active Mini DisplayPort to DVI Adapter (Active Mini DP to DVI) Supporting Eyefinity Technology,Cable Matters,Computers,14.49,,0.0,,0.0,,,,,,0.0,0.0,,12,0.0
ReplacementIR Remote Control for DIRECTV RC66RX RC65R 4-Device LCD LED HDTV Plasma TV TVs A/V Receiver,HCDZ,All Electronics,11.0,,,,,,1.0,,,1.0,,,,12,1.0
Nikon MH-25 Quick Charger for EN-EL15 Li-ion Battery compatible with Nikon D7000 and V1 Digital Cameras,Nikon,Camera & Photo,34.99,,,,,,,,,,,-1.0,,12,-1.0
"RetroDepth LT Lightweight Rechargeable DLP Link 3D Glasses for all DLP 3D Projectors (Benq, Optoma, Acer, Vivitek, Dell Etc) by Evolv3Dimensions (2 Pack)",Evolved Dimensions,Home Audio & Theater,32.99,,,,,,,,,,,1.0,,12,1.0
Rienar 1000Pcs Cable Tie Plastic Zip Fasten Wrap 80mm x 2mm(Black ),Rienar,Tools & Home Improvement,7.48,,0.0,,,-1.0,,,1.0,0.0,,,,12,0.0
Nikon MB-D15 Grip Multi Battery Power Pack for D7200 and D7100 Digital SLR Cameras,Nikon,Camera & Photo,69.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,,,,12,-1.0
Nikon MB-D15 Grip Multi Battery Power Pack for D7200 and D7100 Digital SLR Cameras,Nikon,Camera & Photo,69.0,1.0,1.0,1.0,,,,1.0,,,,,,12,1.0
Cable Matters DisplayPort to Mini DisplayPort Adapter (DP to Mini DP) - 6 Inches,Cable Matters,Industrial & Scientific,8.99,,,1.0,,,,,,,1.0,1.0,,12,1.0
Panasonic PV-GS500 4MP 3CCD MiniDV Camcorder with 12x Optical Image Stabilized Zoom,Panasonic,Camera & Photo,328.99,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,12,1.0
Monoprice 103027 4-Port Component Video Switch with IR Learning,Monoprice,Home Audio & Theater,149.99,,1.0,,1.0,1.0,1.0,,,,,1.0,1.0,12,1.0
GoPro Camera HERO+ LCD HD Video Recording Camera,GoPro,Camera & Photo,328.91,,1.0,1.0,,,,,,,1.0,1.0,,12,1.0
"Skinomi Screen Protector Compatible with iPad Pro (12.9 inch, 2017 and 2015 Compatible) Clear TechSkin TPU Anti-Bubble HD Film",Skinomi,Computers,9.95,,-1.0,-1.0,,1.0,,1.0,,,0.0,1.0,,12,0.167
"SANOXY 15.6"" Neoprene Laptop Notebook Sleeve Soft Case",SANOXY,Computers,15.99,,1.0,,,,,1.0,,,,1.0,,12,1.0
SanDisk Standard - Flash memory card - 32 GB - Class 4 - SDHC Retail Package,SanDisk,Computers,8.35,,,0.0,,,,,1.0,,,1.0,,12,0.667
SENNHEISER PCV 05 Combo Audio Adapter,Sennheiser,Computers,16.83,,,,,,1.0,,,,,1.0,,12,1.0
Mudder Headphone/Headset Ear Pad Replacement for Bose Around Ear AE1/ Triport 1 TP-1 Headphones,Mudder,All Electronics,9.99,,,,,,1.0,,1.0,1.0,,1.0,1.0,12,1.0
Canon ZR950 1.07MP MiniDV Camcorder with 37x Optical Zoom (Discontinued by Manufacturer),Canon,Camera & Photo,189.99,1.0,,1.0,,1.0,,,,1.0,1.0,,,12,1.0
Canon EOS Rebel Ti 35mm SLR Kit w/ 28-90mm Lens (Discontinued by Manufacturer),Canon,Camera & Photo,105.5,1.0,,1.0,,,,1.0,,1.0,1.0,1.0,,12,1.0
Canon EOS-3 35mm SLR Camera (Body Only),Canon,Camera & Photo,369.0,,-1.0,-1.0,,,,-1.0,-1.0,-1.0,,-1.0,-1.0,12,-1.0
"PANASONIC LUMIX G Vario Lens, 14-45MM, F3.5-5.6 ASPH, MIRRORLESS Micro Four Thirds, MEGA O.I.S, H-FS014045 (USA Black)",Panasonic,Camera & Photo,154.99,,-1.0,-1.0,,,,,1.0,-1.0,,-1.0,,12,-0.6
SCOSCHE IU3.5RCR Replay 3.5mm Retractable Auxiliary Audio Cable 3-foot in Black,Scosche,Home Audio & Theater,6.95,,-1.0,,,,,-1.0,,,,,,12,-1.0
SENNHEISER PCV 05 Combo Audio Adapter,Sennheiser,Computers,16.83,,1.0,,1.0,,1.0,1.0,,1.0,,,,12,1.0
Farenheit HP-11S Swivel Ear Pad Single Channel Infrared Wireless Headphones,Power Acoustik,Car Electronics,29.95,,,,,,1.0,,1.0,1.0,,,,12,1.0
Sapphire Radeon HD4550 512 MB DDR3 VGA/DVI/HDMI PCI-Express Video Card 100252HDMI,Sapphire/Althon Micro,All Electronics,119.99,-1.0,,-1.0,,,-1.0,-1.0,-1.0,-1.0,,-1.0,,12,-1.0
Canon PowerShot S40 4MP Digital Camera w/ 3x Optical Zoom,Canon,Camera & Photo,82.61,,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,12,1.0
Canon VIXIA HF20 HD Dual Flash Memory w/32GB Internal Memory & 15x Optical Zoom - 2009 MODEL (Discontinued by Manufacturer),Canon,Camera & Photo,169.99,,-1.0,-1.0,,,,,,,,-1.0,,12,-1.0
Nikon 28-70mm f/2.8D ED-IF AF-S Zoom Nikkor Lens for Nikon Digital SLR Cameras (Discontinued by Manufacturer),Nikon,Camera & Photo,448.0,,1.0,1.0,,,,,1.0,1.0,,1.0,,12,1.0
DISH DISH211 4-Device Universal Remote,dish,Home Audio & Theater,30.0,,,,-1.0,,-1.0,,-1.0,-1.0,-1.0,-1.0,,12,-1.0
DISH DISH211 4-Device Universal Remote,dish,Home Audio & Theater,30.0,,-1.0,,,,,,,1.0,-1.0,0.0,,12,-0.25
Nikon 28-70mm f/2.8D ED-IF AF-S Zoom Nikkor Lens for Nikon Digital SLR Cameras (Discontinued by Manufacturer),Nikon,Camera & Photo,448.0,,-1.0,-1.0,,,,-1.0,,,,,,12,-1.0
Fancierstudio Lighting Kit 3 Point Light Kit Fluorescent Lighting Kit Umbrella Kit,Fancierstudio,Camera & Photo,44.99,,1.0,1.0,,,,,,,,1.0,,12,1.0
"PANASONIC LUMIX G Vario Lens, 14-45MM, F3.5-5.6 ASPH, MIRRORLESS Micro Four Thirds, MEGA O.I.S, H-FS014045 (USA Black)",Panasonic,Camera & Photo,154.99,,,-1.0,,-1.0,,,,-1.0,,,,12,-1.0
"STK NP-BX1 Battery for Sony Cybershot DSC-RX100 V, DSC-RX100/B, DSC-HX400V, DSC-RX100 IV, HDR-CX405/B, DSC-WX500, DSC-HX80, DSC-RX100M5, Cameras",STK,Camera & Photo,9.99,-1.0,,-1.0,,,,,,,,-1.0,,12,-1.0
"SANOXY USB Gender Changer, A Female to Female",SANOXY,Computers,6.99,,,,,,-1.0,,-1.0,-1.0,,1.0,,12,-0.5
"SANOXY USB Gender Changer, A Female to Female",SANOXY,Computers,6.99,,,,,,,1.0,,,,,,12,1.0
HIGHROCK 10pcs Terminal Binding Post Power Amplifier Dual Copper 2-Way Banana Plug Jack,HIGHROCK,All Electronics,19.99,,1.0,,,,,1.0,,,,1.0,,12,1.0
Fancierstudio Lighting Kit 3 Point Light Kit Fluorescent Lighting Kit Umbrella Kit,Fancierstudio,Camera & Photo,44.99,,,1.0,,,,1.0,,0.0,,1.0,,12,0.75
"Mount Factory Articulating Swivel Full Motion TV Wall Mount Bracket for 32"" - 52"" TV",Mount Factory,All Electronics,23.99,,1.0,,,,,1.0,1.0,1.0,,1.0,,12,1.0
Ematic EP205 Accessory Kit for Tablets and iPad with Bluetooth Speaker,Ematic,Home Audio & Theater,19.99,,1.0,,,,,,,1.0,,,,12,1.0
Nikon 18-35mm f/3.5-4.5D ED-IF AF Zoom Nikkor Lens for Nikon Digital SLR Cameras,Nikon,Camera & Photo,170.0,,1.0,1.0,,,1.0,1.0,,1.0,,,,12,1.0
"Mount Factory Full Motion TV Wall Mount Monitor Bracket for 32-52 Inch LED, LCD and Plasma Flat Screen Displays up to VESA 400x400. Universal Fit, Swivel, Tilt, Articulating with 10' HDMI Cable",Mount Factory,All Electronics,24.29,,1.0,,,,,,,1.0,,,,12,1.0
Nikon Coolpix Floating Strap,Nikon,Camera & Photo,8.97,,,-1.0,,,,,,,,,,12,-1.0
Nikon Coolpix Floating Strap,Nikon,Camera & Photo,8.97,,-1.0,-1.0,,,,1.0,,,,,,12,-0.333
